Number;Id;Unique Id;Company Name;Company owner;Company purpose;First adressline;second adressline;Country;Foreign Zip Code;House number;Street;Dwelling number;Locality;Swiss zipcode add on;Swiss zipcode;
1473;154440531;CH66009370157;PIZZA HOUSE - JABBARPOUR SATTARI;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;33;rue de Berne;null;null;null;1201;
1474;154440873;CH62640181625;S.I. Cotsette Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Sion;CH;null;19;Rue de l'Eglise;null;null;null;1950;
1475;154442926;CH62640179080;Yalom Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Sion;CH;null;35;Avenue Ritz;null;null;null;1950;
1476;154443587;CH15010036764;SILVATEK Moreira Da Silva;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Hergiswil NW;CH;null;4;Allmendlistrasse;null;null;null;6052;
1477;154448710;CH40010331903;Prime Statistic Consulting Gba;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Oberentfelden;CH;null;2 A;Schuléweg;null;null;null;5036;
1478;154449874;CH03630598739;Skeletal Anchorage Systems AG;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Peter Göllner;Bern;CH;null;16;Spitalgasse;null;null;null;3011;
1479;154450015;CH44010317041;Sternfalter B. Storchenegger;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wittenwil;CH;null;22;Speisenackerstrasse;null;null;null;9547;
1480;154451190;CH28010196432;SANTINO NEGRONI SCHREINEREI;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bottmingen;CH;null;13;Wuhrmattstrasse;null;null;null;4103;
1481;154452267;CH50130173734;Discovery Real Estate SA en liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Roveredo GR;CH;null;2;Via Piazéta;null;null;null;6535;
1482;154453390;CH40010338224;Homestories Lipscher;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rupperswil;CH;null;29 a;Aarestrasse;null;null;null;5102;
1483;154453456;CH02040582431;Effetti GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Dietikon;CH;null;12;Bahnhofstrasse;null;null;null;8953;
1484;154454817;CH32010853152;D+B Abdichtungstechnik D. Walder;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St. Gallen;CH;null;50;Zilstrasse;null;null;null;9016;
1485;154454958;CH02010718921;Grand Event Kutlu;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Dübendorf;CH;null;33;Grüzenstrasse;null;null;null;8600;
1486;154455372;CH17040156616;MegaMiner GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Steinhausen;CH;null;26;Sumpfstrasse;null;null;null;6312;
1487;154459039;CH15040043805;VCare GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ebikon;CH;null;10;Riedmattstrasse;null;null;null;6030;
1488;154459884;CH32060776302;Fiorino St. Gallen Ost;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St. Gallen;CH;null;10;Espenmoosstrasse;null;null;null;9008;
1489;154461941;CH55011162193;Trois Soleils Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bretigny-Morrens;CH;null;1;Chemin de la Sibérie;null;null;null;1053;
1490;154463609;CH40010364990;fit4u Gesundheitspraxis Sarbach;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Glis;CH;null;20;Wildigasse;null;null;null;3902;
1491;154464299;CH21735516081;Bon fromage GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Düdingen;CH;null;1;Käsereistrasse;null;null;null;3186;
1492;154464419;CH66006360178;Mojonny TKO Concept Engineering;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Carouge GE;CH;null;4-6;avenue Industrielle;null;null;null;1227;
1493;154466016;CH17040130031;Teampraxis GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Cham;CH;null;6B;Flachsacker;null;null;null;6330;
1494;154467984;CH02030369817;Heatis AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schlieren;CH;null;137;Zürcherstrasse;null;null;null;8952;
1495;154472583;CH55011231493;Jakobsonaitè Ingrida;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Villeneuve VD;CH;null;6;Chemin du Pissot;null;null;null;1844;
1496;154472933;CH66020140168;CONSTRUCTIONS HASANI SARL;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Onex;CH;null;34;avenue du Gros-Chêne;null;null;null;1213;
1497;154472950;CH02030467707;Lafin AG;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o KMU Treuhand & Unternehmensberatung AG;Glattbrugg;CH;null;13;Europastrasse;null;null;null;8152;
1498;154474688;CH03610684406;Powerful-Change coaching Gabriela Müller;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Münsingen;CH;null;18;Gurnigelstrasse;null;null;null;3110;
1499;154478048;CH17030424087;ABA AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;135;Baarerstrasse;null;null;null;6300;
1500;154481694;CH55001156232;SWISS RISK & CARE SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Vevey;CH;null;7;passage Saint-Antoine;null;null;null;1800;
1501;154484350;CH27010179852;Kanakasingam Kiosk;No Owner Found;No Owner Found;null;null;Basel;CH;null;118;Münchensteinerstr.;null;null;null;4053;
1502;154490109;CH50110187651;HARI OM di Arianna Tomasello Bonesi;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Vezia;CH;null;2A;Via Ca' del Caccia;null;null;null;6943;
1503;154490492;CH64510002945;Carlo Bernasconi AG;Kanton service not implemented yet;Kanton service not implemented yet;Z.I. Bois d'Epagnier;null;Marin-Epagnier;CH;null;13;Chemin des Helvètes;null;null;null;2074;
1504;154493728;CH03590178546;Cofrastra S.A.;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bern;CH;null;90;Steigerhubelstrasse;null;null;null;3008;
1505;154495489;CH66003130185;Youna - International TPA Services Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;20;rue du Conseil-Général;null;null;null;1205;
1506;154496046;CH28040219199;Holotech GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Sissach;CH;null;20;Hofmattweg;null;null;null;4450;
1507;154498565;CH02040523395;Vonmoos Finanz GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Samstagern;CH;null;1;Sternensee;null;null;null;8833;
1508;154499493;CH62120083073;Nadir Yesiltas;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Monthey;CH;null;35;Avenue de la Gare;null;null;null;1870;
1509;154500819;CH03640547568;benando GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bern;CH;null;2a;Wasserwerkgasse;null;null;null;3011;
1510;154500937;CH21735624409;Russo M.;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Fribourg;CH;null;1;Rue de Morat;null;null;null;1700;
1511;154503108;CH28010209687;Trutmann Keramik;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Arlesheim;CH;null;3;Zinnhagweg;null;null;null;4144;
1512;154505981;CH17030383811;Premo Holding AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rotkreuz;CH;null;3;St. Wendelin;null;null;null;6343;
1513;154506578;CH31040027568;Movart Gallery GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Appenzell;CH;null;55;Rütistrasse;null;null;null;9050;
1514;154506733;CH02070018093;Stiftung Dampfzentrum Winterthur;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Peter Nussbaumer;Winterthur;CH;null;51;Unterer Deutweg;null;null;null;8400;
1515;154507075;CH16040056575;Bison Naturstein- & Plattenbeläge GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Glarus;CH;null;34;Ygrubenstrasse;null;null;null;8750;
1516;154507537;CH66014610145;Genevita Fondation - pour la Médecine Personnalisée;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Chêne-Bourg;CH;null;28;rue de Genève;null;null;null;1225;
1517;154507709;CH10037926925;Lord of Kerry AG in Liq.;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Luzern;CH;null;38;Leumattstrasse;null;null;null;6006;
1518;154508778;CH55011252857;Sport Conseil Management SCM Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lausanne;CH;null;34;Avenue des Mousquines;null;null;null;1005;
1519;154509683;CH03610594695;Wagner Home Design;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Port;CH;null;42;Höhenstrasse;null;null;null;2562;
1520;154510901;CH10047976253;immVERS GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ebikon;CH;null;10;Riedmattstrasse;null;null;null;6030;
1521;154512076;CH40044415282;ueli.schmocker gmbh;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wettingen;CH;null;18;Neufeldstrasse;null;null;null;5430;
1522;154518380;CH27040059566;tempsolutions gmbh;No Owner Found;No Owner Found;null;null;Basel;CH;null;40;Steinengraben;null;null;null;4051;
1523;154519894;CH66005150177;Rossiello Communications;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;35;avenue de Budé;null;null;null;1202;
1524;154520934;CH02040459012;Janni Pizza-Taner GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wallisellen;CH;null;3;Bahnhofplatz;null;null;null;8304;
1525;154521112;CH02010620802;Restaurant Löwen SAMY Inhaber Muthuchamy;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Nussbaumen TG;CH;null;2;Dorfstrasse;null;null;null;8537;
1526;154521968;CH55010967468;Atelier Zélide Pache;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Vevey;CH;null;9 B;Rue de l'Ancienne-Monneresse;null;null;null;1800;
1527;154523240;CH03640667712;ROVITAL Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Moutier;CH;null;36;Rue Centrale;null;null;null;2740;
1528;154524122;CH28030212859;meier + meier ag;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Liestal;CH;null;28;Benzburweg;null;null;null;4410;
1529;154524671;CH66009090127;Oswald K. Arbuah - Consultant;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Corsier GE;CH;null;255;Route de Thonon;null;null;null;1246;
1530;154525831;CH66007070170;StinSon Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;6;rue de la Rôtisserie;null;null;null;1204;
1531;154526658;CH50140156638;Sister&Sister Sagl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Breganzona;CH;null;6;Vicolo dei Conti;null;null;null;6932;
1532;154527060;CH03610587064;hinni - unternehmenskultur-entwicklung;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Münsingen;CH;null;2;Stierenmatte;null;null;null;3110;
1533;154529237;CH32030702096;Seeburg Immobilien AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rorschacherberg;CH;null;16;Seeburgstrasse;null;null;null;9404;
1534;154531464;CH10037934265;Rigi Dorfladen AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rigi Kaltbad;CH;null;null;Rigi Hostellerie;null;null;null;6356;
1535;154531978;CH10090253693;HLE-KONZEPTE AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Luzern;CH;null;6;Höhenstrasse;null;null;null;6015;
1536;154532498;CH55000484754;Unisys (Suisse) S.A.;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Mont-sur-Lausanne;CH;null;null;En Budron E7;null;null;null;1052;
1537;154534060;CH03610647198;F. Tschumi Haustechnik;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wiedlisbach;CH;null;3;Moselenweg;null;null;null;4537;
1538;154536591;CH32010783745;Heer-Treuhand;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Niederwil;CH;null;20;Kronenwis;null;null;null;9203;
1539;154538006;CH32030752789;ReTra Zuzwil AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zuzwil;CH;null;2;Henauerstrasse;null;null;null;9524;
1540;154539910;CH55011232715;Purple Lyne Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Epalinges;CH;null;11;Place de la Croix-Blanche;null;null;null;1066;
1541;154540279;CH32040776954;ELMAG Energietechnik GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wittenbach;CH;null;90;Bruggwaldstrasse;null;null;null;9300;
1542;154540480;CH24140103220;IFFTECH GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zuchwil;CH;null;30;Luterbachstrasse;null;null;null;4528;
1543;154540753;CH17040154215;DDZ GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Hünenberg;CH;null;65;Bösch;null;null;null;6331;
1544;154541899;CH66006010110;Pereira Miguel Antonio Jardiniers;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Cologny;CH;null;116;Chemin des Hauts-Crêts;null;null;null;1223;
1545;154543550;CH66006780141;Coopérative SoCoop;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o François Rossier;Genève;CH;null;22;rue Lamartine;null;null;null;1203;
1546;154544716;CH31010024955;ALPENWOK GÜNDÜZ;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Appenzell;CH;null;10;Kronengarten;null;null;null;9050;
1547;154545696;CH27040042220;Holz in Art GmbH Schweiz;No Owner Found;No Owner Found;null;null;Basel;CH;null;21;Rotterdam-Str.;null;null;null;4053;
1548;154546307;CH13030166481;IMMO KISTLER AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Altendorf;CH;null;12;Büelhof;null;null;null;8852;
1549;154547140;CH02030037429;SWISSANA CLINIC AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Meggen;CH;null;9;Huobmattstrasse;null;null;null;6045;
1550;154547169;CH13030203529;K4 Immo AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Pfäffikon SZ;CH;null;92 K;Churerstrasse;null;null;null;8808;
1551;154549122;CH02010611534;Wagenschmiede - Sarge;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wetzikon ZH;CH;null;42;Zürcherstrasse;null;null;null;8620;
1552;154549932;CH55011704278;S-Fid Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Pully;CH;null;99;Avenue Charles-Ferdinand-Ramuz;null;null;null;1009;
1553;154553218;CH55011708605;G. Bianchi (Suisse Romande) SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St-Prex;CH;null;2 A;Chemin du Glapin;null;null;null;1162;
1554;154557044;CH09290144136;Geotechnisches Institut AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Spiez;CH;null;7;Seestrasse;null;null;null;3700;
1555;154557386;CH55011156947;37 degrés Spa pour tous Sàrl en liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Romanel-s-Lausanne;CH;null;1;Chemin du Raffort;null;null;null;1032;
1556;154557908;CH50110183301;Boutique del Regalo di Luana Beeli;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bigorio;CH;null;8;Via Varina;null;null;null;6954;
1557;154558374;CH62130093821;Campo SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ravoire;CH;null;7;Sommet des Vignes;null;null;null;1928;
1558;154558687;CH32030764411;rm strauss ag;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Roman Strauss;St. Gallen;CH;null;59;Hardungstrasse;null;null;null;9011;
1559;154559557;CH02040661558;HDB Gastro GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Nürensdorf;CH;null;4;Lindauerstrasse;null;null;null;8309;
1560;154560098;CH44010317072;Rutschmann Consulting;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Illhart;CH;null;7;Säntisstrasse;null;null;null;8556;
1561;154560850;CH35010115251;GÁL MEAL DEAL;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Chur;CH;null;3;Bahnhofplatz;null;null;null;7000;
1562;154561241;CH50140191010;Loop page Sagl in liquidazione;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o LATITUDE 46 di Santiago Imperatrice;Lugano;CH;null;15;Via Carlo Maderno;null;null;null;6900;
1563;154561933;CH64541066547;Sun Valley Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Bertrand Jean-Mairet;Ponts-de-Martel;CH;null;9;Grande Rue;null;null;null;2316;
1564;154563168;CH17020013089;Neubrandt & Partner KlG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Unterägeri;CH;null;16;Höfnerstrasse;null;null;null;6314;
1565;154563671;CH40010343539;Marianne Müller Image Consulting;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Oberlunkhofen;CH;null;5;Litzistrasse;null;null;null;8917;
1566;154564185;CH03640653243;hauser gubser gmbh;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Liebefeld;CH;null;1;Floraweg;null;null;null;3097;
1567;154567100;CH40090245129;API assistance professionelle informatique AG;No Owner Found;;Zweigniederlassung Zürich;c/o IBC Insurance Broking and Consulting S.A.;Zürich;CH;null;94;Limmatquai;null;null;null;8001;
1568;154568326;CH02030460188;Merovean AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Meilen;CH;null;13;Ormisstrasse;null;null;null;8706;
1569;154569225;CH21735513869;KB Ignifuge SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ecublens VD;CH;null;1;Chemin des Champs-Courbes;null;null;null;1024;
1570;154570406;CH13040217497;Aymez-Siebnen GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Necmi Aydogan;Siebnen;CH;null;63;Glarnerstrasse;null;null;null;8854;
1571;154571210;CH28040198603;MH Bau GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Aesch BL;CH;null;12;Bahnhofstrasse;null;null;null;4147;
1572;154572061;CH17040150440;STS-Tech Brandschutz GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;13;Theilerstrasse;null;null;null;6300;
1573;154572204;CH03640698683;Amoroma GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bern;CH;null;86D;Wangenstrasse;null;null;null;3018;
1574;154572285;CH64541083704;Franc-Métal Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Marin-Epagnier;CH;null;4;rue du Pré aux Andins;null;null;null;2074;
1575;154575780;CH67040057593;Hosto-Kiosque Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Delémont;CH;null;25;Rue des Pins;null;null;null;2800;
1576;154578193;CH02010759312;Züri-Balance Therapiezentrum Mazaheri Kalahroodi;No Owner Found;Praxis für Physiotherapie.;null;null;Zürich;CH;null;59;Zurlindenstrasse;null;null;null;8003;
1577;154581404;CH02030450483;SwissMI AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Affoltern am Albis;CH;null;4;Lindenmoosstrasse;null;null;null;8910;
1578;154581723;CH02040450375;FrontWeb Immobilien GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Druckwerk SH AG;Schaffhausen;CH;null;30;Schweizersbildstrasse;null;null;null;8207;
1579;154582059;CH66015370183;HEAD MASTERS - titulaire Ekweonu;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;7;rue du Jura;null;null;null;1201;
1580;154582326;CH21735529667;Olivier Voirol Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Fribourg;CH;null;4;Route des Daillettes;null;null;null;1700;
1581;154583395;CH05390163946;Real Zäune AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wangen an der Aare;CH;null;11 a;Buchsistrasse;null;null;null;3380;
1582;154583596;CH02010613764;MS-Tools Streuli;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bonstetten;CH;null;5 b;Stallikerstrasse;null;null;null;8906;
1583;154583892;CH17040131967;Röllin Betriebs GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Oberägeri;CH;null;9;Mitteldorfstrasse;null;null;null;6315;
1584;154585454;CH02010677406;Rolf Niederberger Immobilien;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Elsau;CH;null;14;Fulau;null;null;null;8352;
1585;154585827;CH32030841381;Leif Beteiligungen AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St. Gallen;CH;null;45;Zürcher Strasse;null;null;null;9000;
1586;154587240;CH21735660304;LBS Immobilier SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Belfaux;CH;null;20;route de Lossy;null;null;null;1782;
1587;154587795;CH10018008418;pamal-verlag steinhauser;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ebikon;CH;null;32;Mühlehofstrasse;null;null;null;6030;
1588;154590360;CH32040690219;TTS TELECOM TRADING SERVICE GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St. Gallen;CH;null;39;St. Leonhardstrasse;null;null;null;9000;
1589;154591756;CH29040185186;asia spa Schaffhausen GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schaffhausen;CH;null;1;Bleicheplatz;null;null;null;8200;
1590;154592661;CH40044430084;DRUCKERPARK GMBH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Milan Miodragovic;Kirchdorf AG;CH;null;14;Sandstrasse;null;null;null;5416;
1591;154593755;CH03640550098;mep motivation GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Hünibach;CH;null;36;Höheweg;null;null;null;3626;
1592;154594157;CH64541183801;TP Racing - Guedes Patricio Telmo;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Marin-Epagnier;CH;null;25;rue de la Fleur-de-Lys;null;null;null;2074;
1593;154594393;CH44040285650;Handel & Gretel GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Mark Schrader;Ermatingen;CH;null;9;Wolfsbergstrasse;null;null;null;8272;
1594;154596328;CH32040740209;Websolution GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wil SG;CH;null;17;Zürcherstrasse;null;null;null;9500;
1595;154598528;CH35010102247;Reto Brunner's Helmshop;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Maienfeld;CH;null;15;Landstrasse;null;null;null;7304;
1596;154601225;CH02010684270;Fruci Mokamatic;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Adlikon b. Regensdorf;CH;null;187;Zielstrasse;null;null;null;8106;
1597;154603336;CH10048056928;Vialantis GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Luzern;CH;null;41;Pilatusstrasse;null;null;null;6003;
1598;154604703;CH60030156822;Mzi Service AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Brig;CH;null;17;Bahnhofstrasse;null;null;null;3900;
1599;154606518;CH40090370694;Media Touristik AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Aarau;CH;null;17;Bahnhofstrasse;null;null;null;5000;
1600;154606978;CH66031300183;Bitcoin Academy Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;36;rue De-Candolle;null;null;null;1205;
1601;154610040;CH02040563979;Walter Kaufmann Consulting Structural Engineer GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Uster;CH;null;53;Guldenenstrasse;null;null;null;8610;
1602;154611749;CH17040148071;Forensic Experts Company GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;82;Baarerstrasse;null;null;null;6302;
1603;154611991;CH44050247545;Genossenschaft Wärmeverbund Felben-Wellhausen (WVF-W);Kanton service not implemented yet;Kanton service not implemented yet;null;null;Felben-Wellhausen;CH;null;8;Poststrasse;null;null;null;8552;
1604;154612513;CH03610637735;ewiPOS Verlag T. Hügli;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schliern bei Köniz;CH;null;202;Muhlernstrasse;null;null;null;3098;
1605;154612737;CH02040617230;Palaistra Assets GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Meilen;CH;null;38;Dorfstrasse;null;null;null;8706;
1606;154615569;CH03690637465;Infocards GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wabern;CH;null;50;Dorfstrasse;null;null;null;3084;
1607;154617657;CH02010689512;FS Coiffeur Fantini Sara;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wetzikon ZH;CH;null;23;Usterstrasse;null;null;null;8620;
1608;154619188;CH17040110875;Sienia GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Cham;CH;null;3;Riedstrasse;null;null;null;6330;
1609;154620783;CH62640146653;SPORTBIOPSY COACHING Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Anne-Marie Bagnoud-Revaz;Flanthey;CH;null;33;Route de Lens;null;null;null;3978;
1610;154625125;CH40010329988;Arlati Music Productions;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Aesch BL;CH;null;11;Neubüntenweg;null;null;null;4147;
1611;154629761;CH03610664008;AdoptaCat Cristina Fischer;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Loveresse;CH;null;25;Les Vies;null;null;null;2732;
1612;154630149;CH02010634029;Performea Daphné de Charrin;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Dübendorf;CH;null;10A;Im Pantloo;null;null;null;8600;
1613;154630497;CH02040578161;Snapshoes GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Dietikon;CH;null;7;Asylstrasse;null;null;null;8953;
1614;154630592;CH35010102026;Arno Cadalbert;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rueun;CH;null;5;Bual;null;null;null;7156;
1615;154631597;CH03610731657;Insel Tour Sandaradura;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wabern;CH;null;80;Gurtenbrauerei;null;null;null;3084;
1616;154631947;CH62630151824;Holding 1423 SA;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o René-Pierre Copt;Sion;CH;null;50A;Gravelone;null;null;null;1950;
1617;154632610;CH66028560138;Espace S Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Le Grand-Saconnex;CH;null;9;chemin Jacques-Attenville;null;null;null;1218;
1618;154633774;CH55011817100;EFIRA Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Le Mont-sur-Lausanne;CH;null;7;Chemin de Budron H;null;null;null;1052;
1619;154633857;CH55001763474;Freymond S.A.;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Belmont-Lausanne;CH;null;20;Route des Chaffeises;null;null;null;1092;
1620;154634667;CH50130183878;Truerange SA;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o TALENTURE SA;Lugano;CH;null;1;Riva Albertolli;null;null;null;6900;
1621;154635997;CH10048058975;Medilyze GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Luzern;CH;null;17;Sonnenrain;null;null;null;6006;
1622;154637111;CH10048039110;Wilder-Smith Consultancies GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Dr. med. Einar Wilder-Smith;Luzern;CH;null;24;Haldenstrasse;null;null;null;6006;
1623;154637832;CH10048050569;blockbrew GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Reno Meyer;Luzern;CH;null;22;Vonmattstrasse;null;null;null;6003;
1624;154640107;CH32010821808;Domani Dienstleistungen Pierri;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bad Ragaz;CH;null;195;Sarganserstrasse;null;null;null;7310;
1625;154645926;CH02040452845;B & S Brandschutz System GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Regensdorf;CH;null;23;Pumpwerkstrasse;null;null;null;8105;
